fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
44081.0;0.545;0.06;4.0;0.087;27;61.0;0.9965;13210.0;0.67;44022.0;6.0
44080.0;0.54;0.04;3.0;0.077;7;27.0;0.9987;25263.0;0.91;43930.0;6.0
43962.0;0.18;0.51;4.0;0.10400000000000001;4;23.0;0.9996;46813.0;0.97;43840.0;6.0
43900.0;0.32;0.45;43927.0;0.073;5;13.0;0.9976;44986.0;0.82;43994.0;8.0
44082.0;0.4;0.32;43987.0;0.087;10;47.0;;13940.0;0.77;43961.0;7.0
43932.0;0.26;0.44;43985.0;0.071;6;19.0;0.9986;44168.0;0.82;43899.0;6.0
44019.0;0.27;0.68;43954.0;0.358;5;10.0;0.9972;45717.0;01. Aug;44083.0;7.0
43989.0;0.52;0.12;3.0;0.067;12;53.0;0.9971;13210.0;0.57;43839.0;5.0
44082.0;0.4;0.32;43987.0;0.087;10;47.0;;13940.0;0.77;43961.0;7.0
;0.59;0.07;43924.0;0.102;32;71.0;100.015;;0.71;44052.0;5.0
44083.0;0.59;0.07;43924.0;0.102;32;71.0;100.015;11383.0;0.71;44052.0;5.0
12.0;0.45;0.55;2.0;0.073;25;49.0;0.9997;;0.76;43900.0;6.0
43958.0;0.4;0.12;;0.092;29;53.0;0.9967;13575.0;0.7;43900.0;6.0
44020.0;0.52;0.09;43953.0;0.091;20;49.0;0.9976;12479.0;0.86;43992.0;7.0
;0.42;0.53;43893.0;0.105;33;98.0;1.001;43864.0;0.95;43870.0;5.0
44020.0;;0.09;;0.091;20;49.0;0.9976;12479.0;0.86;43992.0;7.0
11.0;0.2;0.48;2.0;0.34299999999999997;6;18.0;0.9979;43893.0;0.71;43961.0;5.0
43931.0;0.55;0.23;44014.0;0.091;18;48.0;0.9994;44621.0;0.64;43900.0;6.0
44080.0;0.36;0.25;43923.0;0.098;5;16.0;0.9964;15036.0;0.6;43840.0;6.0
43903.0;0.34;0.52;;0.094;17;53.0;10.014;43954.0;0.81;43960.0;6.0
44053.0;0.5;0.46;43953.0;0.073;5;27.0;;43954.0;0.64;43960.0;5.0
43992.0;0.83;0.37;43984.0;0.086;26;70.0;0.9981;42430.0;0.52;44083.0;5.0
43837.0;0.63;0.06;2.0;0.083;8;29.0;0.99855;24532.0;0.73;43991.0;5.0
43868.0;0.65;0.02;43892.0;0.094;5;;0.9993;24532.0;0.8;44021.0;5.0
44080.0;;0.06;43832.0;0.08;8;33.0;;24898.0;0.71;43991.0;5.0
43958.0;0.53;0.06;43984.0;0.086;20;44.0;0.9965;13940.0;0.59;44022.0;6.0
43841.0;0.18;0.48;43952.0;0.068;7;15.0;0.9973;44621.0;0.64;43840.0;6.0
;0.705;0.12;43984.0;0.092;12;28.0;0.9994;18688.0;0.72;10.0;5.0
43928.0;0.67;0.12;43983.0;0.18600000000000003;5;21.0;0.996;14305.0;0.54;43960.0;5.0
43929.0;0.65;0.6;43832.0;0.11199999999999999;12;90.0;0.9973;43864.0;0.52;43870.0;5.0
43900.0;0.53;0.48;43953.0;0.063;6;25.0;0.9998;44168.0;0.59;43899.0;6.0
43989.0;0.62;0.32;43863.0;0.08199999999999999;7;54.0;0.9966;13210.0;0.52;43930.0;5.0
43900.0;0.41;0.42;43923.0;0.213;6;14.0;0.9994;43525.0;0.62;43960.0;6.0
43900.0;0.43;0.44;43923.0;0.214;5;12.0;0.9994;43525.0;0.63;43960.0;6.0
43928.0;0.29;0.38;44013.0;0.062;9;30.0;0.9968;15036.0;0.53;43960.0;6.0
43900.0;0.53;0.48;43953.0;0.063;6;25.0;0.9998;44168.0;0.59;43899.0;6.0
44081.0;0.53;0.24;2.0;0.07200000000000001;15;105.0;0.996;46447.0;0.54;43930.0;6.0
9.0;0.46;0.31;44045.0;0.09300000000000001;19;98.0;0.99815;11749.0;0.63;43960.0;
43990.0;0.47;0.3;3.0;0.076;30;135.0;0.9976;43893.0;0.53;43930.0;5.0
43928.0;0.36;0.29;43984.0;0.087;26;72.0;0.99645;14305.0;0.68;11.0;5.0
43837.0;0.35;0.29;43953.0;0.096;20;53.0;0.9962;15401.0;0.65;11.0;6.0
43991.0;0.56;0.23;43924.0;0.102;37;92.0;0.9996;43893.0;0.65;43840.0;5.0
43991.0;0.77;0.12;44076.0;0.08199999999999999;30;74.0;0.99865;43893.0;0.64;43931.0;6.0
44052.0;0.66;0.39;43864.0;0.083;21;59.0;0.9989;13575.0;0.71;43962.0;7.0
43991.0;0.77;0.12;44076.0;0.08199999999999999;30;74.0;0.99865;43893.0;0.64;43931.0;6.0
44052.0;0.66;0.39;43864.0;0.083;21;59.0;0.9989;13575.0;0.71;43962.0;7.0
;0.61;0.26;43924.0;0.09;25;87.0;0.99975;45352.0;0.62;44021.0;5.0
44050.0;0.62;0.05;43892.0;0.079;6;18.0;0.99735;47178.0;;43899.0;5.0
43900.0;0.59;0.42;44045.0;0.09;35;73.0;0.9990000000000001;46813.0;0.7;43960.0;6.0
10.0;0.49;0.2;11.0;0.071;13;50.0;10.015;42430.0;0.69;43870.0;6.0
10.0;0.49;0.2;11.0;0.071;13;;10.015;42430.0;0.69;43870.0;6.0
43993.0;0.53;0.66;23802.0;0.121;6;14.0;;43954.0;;43962.0;7.0
43900.0;0.44;0.5;43955.0;0.107;5;13.0;0.998;46813.0;0.83;43962.0;5.0
43934.0;0.27;0.62;43984.0;0.08199999999999999;6;21.0;;42430.0;0.67;44021.0;6.0
44022.0;0.46;0.39;2.0;0.061;7;15.0;0.9981;43160.0;0.62;43960.0;5.0
43871.0;0.36;0.64;44076.0;0.122;10;41.0;0.998;44986.0;0.66;43963.0;6.0
43871.0;0.36;0.64;44076.0;0.122;10;41.0;0.998;44986.0;0.66;43963.0;6.0
8.0;0.58;0.28;43864.0;0.066;21;114.0;0.9973;44621.0;0.54;43930.0;6.0
43929.0;0.56;0.08;43832.0;0.105;16;44.0;0.9958;41334.0;0.52;11.0;5.0
44081.0;0.65;0.01;;0.078;17;;0.9963;12479.0;0.74;44023.0;7.0
44085.0;0.695;0.53;43924.0;0.128;7;21.0;0.9992;42795.0;0.84;43873.0;7.0
44082.0;0.43;0.45;44075.0;0.052000000000000005;6;16.0;0.9948;12844.0;0.7;;6.0
44050.0;0.43;0.32;44045.0;0.08;29;58.0;0.9974;11383.0;0.64;43900.0;5.0
43933.0;0.49;0.58;3.0;;28;99.0;10.008;42430.0;1;43962.0;
43963.0;0.28;0.54;;;12;29.0;0.9997;44138.0;Jan 36;44052.0;7.0
43873.0;0.34;0.5;43923.0;0.066;10;21.0;1.0;44168.0;Jan 18;43870.0;6.0
43992.0;0.42;0.48;44014.0;0.065;;18.0;0.9972;44256.0;0.87;43901.0;6.0
44084.0;0.39;0.47;;0.11800000000000001;6;14.0;0.9982;43893.0;;44052.0;6.0
44084.0;0.39;0.47;44044.0;0.11800000000000001;6;14.0;0.9982;43893.0;0.75;44052.0;6.0
44085.0;0.57;0.5;43984.0;0.08199999999999999;6;32.0;10.006;44168.0;0.78;44022.0;6.0
;0.685;0.0;44075.0;0.067;40;63.0;0.9979;43985.0;0.81;44083.0;5.0
43988.0;0.815;0.02;44014.0;0.07200000000000001;17;34.0;0.9955;21245.0;0.89;43902.0;7.0
;0.49;0.67;3.0;0.09300000000000001;6;15.0;0.9986;43864.0;0.93;12.0;6.0
43991.0;0.56;0.31;44045.0;0.08900000000000001;15;46.0;0.9979;44138.0;0.92;10.0;6.0
43839.0;0.785;0.0;43984.0;0.09300000000000001;11;28.0;0.9994;13210.0;0.86;43930.0;6.0
44022.0;0.67;0.22;44014.0;0.107;17;34.0;10.004;46813.0;0.98;44083.0;6.0
43839.0;0.795;0.0;43984.0;0.096;11;26.0;0.9994;12844.0;0.83;43930.0;6.0
44019.0;0.665;0.0;43923.0;0.09;8;19.0;0.9974;46447.0;0.73;43899.0;5.0
43964.0;0.53;0.79;44047.0;0.12;23;77.0;10.017999999999999;43160.0;0.77;13.0;5.0
43836.0;0.21;0.4;43922.0;0.066;40.5;165.0;0.9912;45717.0;;44085.0;6.0
44018.0;0.75;0.01;43923.0;0.078;17;32.0;0.9955;20149.0;0.61;44055.0;6.0
43962.0;0.41;0.52;3.0;0.08;;55.0;10.001;46082.0;0.88;11.0;5.0
43961.0;0.42;0.66;34731.0;0.11599999999999999;12;29.0;0.997;45352.0;0.75;44023.0;7.0
44085.0;0.43;0.66;43833.0;0.109;10;23.0;1.0;42064.0;0.85;43931.0;7.0
43994.0;;0.66;43984.0;0.08800000000000001;10;41.0;1.001;42795.0;0.68;44052.0;6.0
43869.0;0.7;0.23;2.0;0.099;14;81.0;0.9973;43525.0;0.7;43930.0;5.0
43990.0;0.45;0.31;43984.0;0.086;21;50.0;0.9982;13575.0;0.91;44083.0;6.0
44085.0;0.58;0.66;43953.0;0.07200000000000001;6;37.0;0.9992;43954.0;;10.0;5.0
43963.0;0.46;0.63;2.0;0.071;6;;0.9988;36192.0;0.87;43871.0;5.0
44055.0;0.615;0.66;44048.0;0.083;7;42.0;10.022;44015.0;0.73;10.0;7.0
10.0;0.42;0.5;43924.0;0.107;7;21.0;0.9979;46082.0;0.93;44054.0;6.0
44055.0;0.615;0.66;44048.0;0.083;;42.0;10.022;44015.0;0.73;10.0;
;0.575;0.61;43984.0;0.076;11;24.0;1.0;42430.0;0.69;9.0;5.0
43900.0;0.34;0.52;44045.0;0.159;15;75.0;0.9998;43160.0;0.64;43930.0;5.0
43930.0;0.27;0.53;43923.0;0.07400000000000001;6;18.0;0.9962;43864.0;Jan 13;12.0;7.0
;0.765;0.02;43892.0;0.063;35;63.0;0.9975;20880.0;0.78;44083.0;5.0
44081.0;0.24;0.4;43983.0;0.055999999999999994;11;25.0;0.9967;11749.0;0.87;44020.0;6.0
43839.0;0.28;0.48;44044.0;0.067;26;46.0;0.9967;11749.0;01. Apr;43992.0;6.0
43928.0;0.55;0.22;43863.0;0.106;12;72.0;0.9959;43954.0;0.63;43870.0;5.0
14.0;0.41;0.63;44046.0;0.08900000000000001;6;47.0;10.014;43833.0;0.81;44053.0;6.0
43962.0;0.54;0.71;43925.0;0.124;6;15.0;0.9984;43833.0;0.83;44054.0;7.0
43962.0;0.45;0.5;3.0;0.078;;47.0;10.003;46082.0;01. Nov;11.0;6.0
43930.0;0.27;0.53;43923.0;0.07400000000000001;6;18.0;;43864.0;Jan 13;12.0;7.0
;0.625;0.66;43867.0;0.08800000000000001;6;24.0;0.9988;44138.0;0.99;43903.0;
43898.0;0.42;0.38;43953.0;0.094;24;60.0;0.9979;11383.0;0.7;44053.0;6.0
43898.0;0.26;0.42;2.0;0.08;11;27.0;0.9974;44256.0;0.8;43930.0;6.0
44025.0;0.415;0.68;44076.0;0.085;17;43.0;10.014;43985.0;0.8;10.0;6.0
43898.0;0.26;0.42;2.0;0.08;11;27.0;0.9974;44256.0;0.8;;6.0
43898.0;0.26;;2.0;0.08;11;27.0;0.9974;44256.0;0.8;43930.0;6.0
44019.0;0.51;0.28;43832.0;0.087;23;54.0;0.998;15401.0;0.74;43870.0;5.0
43928.0;0.63;0.07;43923.0;0.09;11;37.0;0.9979;15766.0;0.76;44021.0;6.0
44050.0;0.54;0.26;2.0;0.08800000000000001;23;48.0;0.9981;15036.0;0.74;43870.0;6.0
43898.0;0.66;0.15;44075.0;0.079;17;42.0;0.9972;11383.0;0.54;43991.0;6.0
44050.0;0.46;0.26;44075.0;0.08800000000000001;missing;53.0;0.9981;15766.0;0.74;43870.0;6.0
43991.0;0.38;0.31;43953.0;0.096;16;49.0;0.9982;43525.0;0.7;10.0;7.0
43987.0;0.85;0.05;43922.0;0.045;12;88.0;0.9924;20515.0;0.82;44086.0;8.0
44025.0;0.415;0.68;44076.0;0.085;17;43.0;;43985.0;0.8;10.0;6.0
43960.0;0.37;0.52;2.0;0.08199999999999999;6;26.0;;43160.0;0.51;43960.0;5.0
43929.0;0.665;0.61;2.0;0.11199999999999999;13;95.0;0.997;42430.0;0.54;43839.0;5.0
44024.0;0.6;0.65;43892.0;0.063;6;25.0;0.9997;43893.0;0.57;44083.0;5.0
12.0;0.37;0.76;43865.0;0.066;7;38.0;10.004;44621.0;0.6;13.0;7.0
43988.0;0.735;0.02;44081.0;0.122;;124.0;0.9994;17227.0;0.53;44083.0;5.0
;0.59;0.59;43984.0;0.087;13;;0.9988;43160.0;0.65;11.0;6.0
43962.0;0.59;0.59;43984.0;0.087;13;49.0;0.9988;43160.0;0.65;11.0;6.0
44020.0;0.765;0.22;43892.0;0.064;9;42.0;0.9963;43833.0;0.55;43930.0;5.0
;0.735;0.02;44081.0;0.122;;124.0;0.9994;17227.0;;44083.0;5.0
44019.0;;0.3;44013.0;0.059000000000000004;;38.0;;47178.0;0.47;44053.0;6.0
43873.0;0.48;0.54;43984.0;0.085;19;;1.0;43833.0;;43961.0;6.0
43932.0;0.6;0.49;44014.0;0.085;10;41.0;0.9994;42064.0;0.63;43961.0;6.0
44019.0;0.69;0.05;44014.0;0.075;15;27.0;0.9974;46082.0;0.61;43839.0;5.0
44020.0;0.31;0.46;43922.0;0.059000000000000004;11;;0.9966;13210.0;0.76;43840.0;6.0
44052.0;0.44;0.47;43953.0;0.063;9;;0.9981;45352.0;0.65;;6.0
12.0;0.39;0.66;3.0;0.09300000000000001;12;30.0;0.9996;43160.0;0.63;44053.0;7.0
43931.0;0.34;0.58;44015.0;0.174;6;16.0;0.997;43525.0;0.7;43901.0;6.0
43963.0;0.46;;43955.0;0.07;26;49.0;0.9981;43954.0;0.57;43991.0;4.0
9.0;0.43;0.34;43953.0;0.08;;86.0;;13940.0;0.62;43960.0;6.0
43839.0;0.45;;43923.0;0.08;23;78.0;0.9987;13940.0;0.62;43960.0;5.0
43837.0;0.735;0.16;44075.0;0.1;15;77.0;0.9966;46447.0;0.64;43899.0;5.0
;0.4;0.53;44018.0;0.09699999999999999;6;19.0;0.9986;46447.0;0.82;44023.0;7.0
44051.0;0.52;0.34;44014.0;;24;122.0;0.9982;46082.0;0.61;43960.0;5.0
43990.0;0.725;0.24;43988.0;0.11699999999999999;31;134.0;10.014;11749.0;01. Jul;43899.0;5.0
43992.0;0.48;0.64;43863.0;0.111;6;20.0;0.997;46082.0;0.66;44023.0;6.0
7.0;0.58;0.12;44075.0;0.091;34;124.0;0.9956;16132.0;0.48;43961.0;5.0
44085.0;0.38;0.51;2.0;0.121;7;20.0;0.9996;45352.0;0.76;43931.0;6.0
44049.0;0.77;;44044.0;0.066;34;52.0;0.9976;22706.0;0.68;44083.0;5.0
43960.0;0.56;0.33;;0.08900000000000001;35;67.0;0.9972;46813.0;0.73;44054.0;7.0
;0.84;0.03;43892.0;0.059000000000000004;32;48.0;0.9952;19054.0;0.56;43902.0;7.0
44019.0;0.96;0.2;2.0;0.047;15;60.0;0.9955;13210.0;0.44;44084.0;5.0
43961.0;0.24;0.47;43832.0;0.066;6;24.0;0.9978;42064.0;0.9;11.0;7.0
44019.0;0.96;0.2;2.0;0.047;15;60.0;0.9955;13210.0;0.44;44084.0;5.0
43988.0;0.84;0.03;43892.0;0.059000000000000004;32;;0.9952;19054.0;0.56;43902.0;7.0
43927.0;0.67;0.08;43832.0;0.045;19;48.0;0.9949;17958.0;0.49;43932.0;6.0
43960.0;0.78;0.22;44075.0;0.077;6;32.0;0.9988;46082.0;0.56;43992.0;6.0
43839.0;0.52;0.33;43891.0;0.07;9;30.0;0.9978;45352.0;0.6;43899.0;5.0
44055.0;0.84;0.63;43923.0;0.08800000000000001;13;35.0;0.9997;43833.0;0.6;43931.0;6.0
43961.0;0.24;0.47;43832.0;0.066;6;24.0;0.9978;42064.0;0.9;11.0;7.0
44050.0;0.55;0.35;43863.0;0.07400000000000001;21;66.0;0.9974;45717.0;0.56;43870.0;5.0
44085.0;0.37;0.69;43892.0;0.078;12;24.0;0.9958;3.0;0.65;44055.0;6.0
43902.0;0.39;0.63;43892.0;0.091;6;18.0;10.004;42430.0;0.49;43960.0;5.0
43931.0;0.41;0.55;43864.0;0.076;22;54.0;0.9996;42064.0;;44083.0;6.0
43902.0;0.39;0.63;43892.0;0.091;6;;;42430.0;0.49;43960.0;5.0
8.0;0.67;0.3;2.0;0.06;38;62.0;0.9958;46082.0;0.56;43871.0;6.0
43841.0;0.45;0.73;43864.0;0.066;6;;0.9986;42795.0;0.66;43872.0;6.0
43931.0;0.41;0.55;43864.0;0.076;22;54.0;0.9996;42064.0;0.89;44083.0;6.0
7.0;0.62;0.18;43952.0;0.062;7;50.0;0.9951;44046.0;0.6;43899.0;5.0
43994.0;0.31;0.72;43863.0;0.07200000000000001;6;29.0;0.9987;32174.0;0.82;44052.0;8.0
44085.0;0.4;0.65;42036.0;0.068;7;27.0;0.9988;43985.0;0.68;43901.0;
43997.0;0.685;0.76;44015.0;0.1;6;43.0;10.032;34731.0;0.68;43872.0;7.0
10.0;0.44;0.49;;0.077;11;19.0;0.9963;44986.0;0.63;43993.0;7.0
43895.0;0.57;0.01;44013.0;0.054000000000000006;5;27.0;0.9934;20880.0;0.84;43963.0;7.0
43960.0;0.735;0.1;43832.0;0.079;6;31.0;0.9986;44986.0;0.56;43840.0;6.0
43963.0;0.38;0.6;43984.0;0.081;31;72.0;0.9996;43833.0;0.73;43961.0;5.0
43899.0;0.48;0.29;43832.0;0.127;6;16.0;0.9968;44621.0;0.72;43872.0;5.0
43990.0;0.53;0.22;2.0;0.1;7;27.0;0.9967;43864.0;0.56;;6.0
44085.0;0.39;0.69;44045.0;0.095;17;35.0;0.9994;43833.0;0.61;44053.0;6.0
44085.0;0.39;0.69;44045.0;0.095;17;35.0;0.9994;43833.0;0.61;44053.0;6.0
43929.0;;0.53;44044.0;0.413;9;26.0;0.9979;43985.0;01. Jun;43839.0;6.0
44049.0;0.56;0.03;44013.0;0.084;18;35.0;0.9968;16132.0;0.63;10.0;6.0
43931.0;0.33;0.63;;0.084;5;22.0;0.9998;46082.0;0.74;43872.0;7.0
7.0;0.23;0.4;43983.0;0.063;21;67.0;0.9952;43954.0;0.63;43841.0;5.0
43901.0;0.62;0.67;43866.0;0.086;6;19.0;0.9988;44621.0;0.69;43934.0;8.0
;0.59;0.39;43892.0;0.095;5;22.0;0.9986;13575.0;0.58;43900.0;5.0
43870.0;0.63;0.21;44014.0;0.09699999999999999;29;65.0;0.9988;46813.0;0.58;43991.0;5.0
43931.0;0.33;;44045.0;0.084;5;22.0;0.9998;46082.0;0.74;43872.0;7.0
43993.0;0.58;;43863.0;0.07400000000000001;10;47.0;10.008;45717.0;0.57;9.0;3.0
43870.0;0.43;0.52;43892.0;0.083;14;23.0;0.9976;12844.0;;43901.0;6.0
43898.0;0.615;0.22;43984.0;0.087;6;19.0;0.9982;46082.0;0.61;43899.0;5.0
11.0;0.26;0.68;20121.0;0.085;10;25.0;0.997;43160.0;0.61;44054.0;5.0
43838.0;0.66;0.7;43863.0;0.098;25;;0.9972;44046.0;0.53;9.0;5.0
43962.0;0.315;0.54;43832.0;0.084;5;15.0;0.9987;35827.0;0.7;;6.0
10.0;0.29;0.4;44076.0;0.098;10;26.0;10.006;17593.0;0.91;44021.0;5.0
43900.0;0.5;0.42;2.0;0.069;21;51.0;0.9982;42430.0;0.72;43962.0;6.0
44051.0;;0.45;43984.0;0.065;7;18.0;0.9947;11749.0;0.79;14.0;6.0
43932.0;0.36;0.69;43832.0;0.09;6;21.0;1.0;42795.0;0.62;43870.0;6.0
44020.0;0.82;0.02;43862.0;0.07;36;48.0;0.9952;43864.0;0.58;44052.0;5.0
13.0;0.32;0.65;43984.0;0.09300000000000001;15;47.0;0.9996;43954.0;0.61;43992.0;5.0
43991.0;0.54;0.42;43923.0;0.081;25;52.0;0.997;43864.0;0.71;43932.0;6.0
43963.0;0.37;0.55;43984.0;0.083;25;68.0;0.9995;42064.0;0.82;43931.0;6.0
44083.0;0.35;0.55;43832.0;0.062;5;14.0;;46082.0;0.79;43992.0;5.0
43961.0;0.28;0.51;44013.0;0.08;;24.0;0.9982;43864.0;0.89;43930.0;6.0
43991.0;0.68;0.24;43863.0;0.087;5;28.0;0.9988;41699.0;0.6;43871.0;5.0
43899.0;0.27;0.41;2.0;0.091;6;16.0;0.998;46813.0;0.7;44021.0;5.0
43931.0;0.24;0.49;44044.0;0.075;6;20.0;0.9977;43160.0;01. Jun;11.0;6.0
43991.0;0.68;0.24;43863.0;0.087;5;28.0;0.9988;41699.0;0.6;43871.0;5.0
43930.0;0.685;0.11;44014.0;;6;31.0;0.9984;43525.0;0.7;43840.0;6.0
43992.0;0.28;0.39;43966.0;;6;23.0;10.026;44168.0;0.66;43870.0;5.0
43930.0;0.3;0.56;44045.0;0.08;6;17.0;0.9964;42064.0;0.92;;8.0
43992.0;0.36;0.59;43863.0;0.152;6;;0.9986;43924.0;01. May;43930.0;5.0
43992.0;0.36;0.6;43863.0;0.152;7;18.0;0.9986;43924.0;;43930.0;5.0
43992.0;0.44;0.68;43834.0;0.114;6;24.0;0.997;43985.0;0.66;43934.0;6.0
43871.0;0.67;0.39;44075.0;0.054000000000000006;6;17.0;0.9976;42795.0;0.47;10.0;5.0
43871.0;;0.39;44075.0;;6;17.0;0.9976;42795.0;;10.0;5.0
43871.0;0.645;0.36;44044.0;0.053;5;14.0;0.9982;42795.0;0.42;10.0;6.0
43993.0;0.32;0.55;44045.0;0.081;35;67.0;10.002;11749.0;0.92;44053.0;7.0
43899.0;0.39;0.4;43984.0;0.073;10;26.0;0.9984;12479.0;0.75;43871.0;6.0
43899.0;0.775;0.27;44045.0;0.078;24;56.0;0.9984;11383.0;0.67;43992.0;6.0
43870.0;0.41;0.5;43953.0;0.055;12;25.0;0.9952;12479.0;0.79;43903.0;7.0
44082.0;0.4;0.51;43984.0;0.052000000000000005;13;27.0;0.995;11749.0;0.9;43934.0;7.0
44020.0;0.69;0.31;3.0;0.086;23;81.0;10.002;17593.0;0.74;43993.0;6.0
43957.0;0.39;0.23;43898.0;0.051;28;91.0;0.9952;16132.0;0.55;43842.0;6.0
44022.0;0.35;0.53;43984.0;0.07;5;16.0;0.9972;42064.0;0.65;11.0;8.0
44050.0;0.52;0.25;44075.0;0.081;14;38.0;0.9984;15766.0;0.65;9.0;6.0
43868.0;0.34;0.32;43953.0;0.09;43;113.0;0.9966;11749.0;0.79;43841.0;5.0
44022.0;0.35;0.53;43984.0;0.07;5;16.0;0.9972;42064.0;0.65;;8.0
44020.0;0.69;0.31;3.0;0.086;;81.0;10.002;17593.0;0.74;43993.0;6.0
44050.0;0.52;0.25;44075.0;0.081;14;38.0;0.9984;15766.0;0.65;9.0;6.0
43931.0;0.44;0.73;20241.0;0.07400000000000001;;76.0;0.9990000000000001;42795.0;0.85;12.0;7.0
43931.0;0.44;0.73;20241.0;0.07400000000000001;38;76.0;0.9990000000000001;42795.0;0.85;12.0;7.0
43961.0;0.26;0.47;44075.0;0.078;6;;;43160.0;01. Apr;44084.0;7.0
;0.24;;44044.0;0.077;6;22.0;0.9976;44256.0;01. May;44053.0;7.0
43871.0;0.49;0.63;44076.0;0.07200000000000001;10;26.0;0.9968;42430.0;0.78;43963.0;7.0
43931.0;0.24;0.46;44044.0;0.075;6;21.0;0.9976;45717.0;01. Feb;44053.0;7.0
43872.0;0.67;0.55;43892.0;0.084;6;13.0;1.0;42795.0;0.71;;6.0
10.0;0.59;0.31;43863.0;0.09;26;62.0;0.9994;43160.0;0.63;43871.0;6.0
43903.0;0.29;0.75;44045.0;0.084;23;43.0;0.9986;43924.0;0.68;43932.0;7.0
;0.42;0.49;43986.0;0.073;;43.0;0.9978;43864.0;0.61;43960.0;
10.0;0.59;0.31;43863.0;0.09;26;62.0;0.9994;43160.0;0.63;43871.0;6.0
44022.0;0.4;0.48;43832.0;0.125;15;49.0;0.998;43893.0;0.81;44021.0;6.0
43961.0;0.51;0.64;43923.0;0.107;6;15.0;0.9973;;0.66;44054.0;7.0
43961.0;0.51;0.64;43923.0;0.107;6;15.0;0.9973;44077.0;0.66;44054.0;7.0
43959.0;0.655;0.49;43836.0;0.122;34;151.0;1.001;11383.0;Jan 14;43899.0;5.0
43963.0;0.6;0.49;43894.0;0.1;5;14.0;;45717.0;0.74;44085.0;6.0
43931.0;0.61;0.49;43832.0;0.2;5;16.0;0.9994;42430.0;0.63;43929.0;3.0
;0.21;0.49;44045.0;0.08800000000000001;11;32.0;0.9972;44621.0;0.68;44023.0;
43897.0;0.365;0.49;43953.0;0.08800000000000001;39;106.0;0.9966;13210.0;0.78;11.0;5.0
44052.0;0.25;;44014.0;0.08800000000000001;15;33.0;0.9982;15401.0;0.9;10.0;6.0
43989.0;0.41;0.49;2.0;0.08800000000000001;16;43.0;0.998;17593.0;0.64;43839.0;5.0
43869.0;0.39;0.49;43892.0;0.099;47;133.0;0.9979;13940.0;0.99;;5.0
43899.0;0.4;0.49;43953.0;0.085;38;142.0;0.9978;44621.0;0.55;43930.0;5.0
43870.0;0.43;0.49;43923.0;0.086;23;116.0;0.9976;44986.0;0.64;43960.0;5.0
43931.0;0.64;0.24;44045.0;0.105;29;;0.9998;45352.0;0.67;44083.0;5.0
43897.0;0.365;0.49;43953.0;0.08800000000000001;39;106.0;0.9966;13210.0;0.78;11.0;5.0
7.0;0.38;0.49;43953.0;0.09699999999999999;33;85.0;0.9962;14305.0;0.77;43932.0;6.0
43869.0;0.42;0.49;43984.0;0.084;32;55.0;0.9988;;0.75;44020.0;6.0
44083.0;0.63;0.24;43923.0;;6;33.0;0.9974;;0.57;43930.0;5.0
43839.0;0.22;0.24;43832.0;0.078;1;28.0;0.9990000000000001;15036.0;0.87;43900.0;6.0
44085.0;0.38;0.49;44014.0;0.098;12;42.0;10.004;42430.0;0.61;43900.0;5.0
44085.0;0.38;0.49;44014.0;0.098;12;;;42430.0;0.61;43900.0;5.0
43900.0;0.27;0.24;43832.0;0.07200000000000001;15;33.0;0.9956;44621.0;0.66;44055.0;6.0
10.0;0.48;0.24;44014.0;0.102;13;32.0;1.0;46813.0;0.56;10.0;6.0
43839.0;0.22;0.24;43832.0;0.078;1;28.0;0.9990000000000001;15036.0;0.87;43900.0;6.0
;0.63;0.24;43923.0;0.077;6;33.0;0.9974;44077.0;0.57;43930.0;5.0
43838.0;0.825;0.24;43832.0;0.084;5;13.0;0.9972;13575.0;;44022.0;6.0
44086.0;0.35;0.49;44048.0;0.066;5;35.0;10.014;43864.0;0.66;12.0;7.0
43872.0;0.5;0.74;42125.0;0.1;5;17.0;0.9996;44621.0;0.62;43872.0;5.0
43870.0;0.59;0.24;43893.0;0.10099999999999999;20;47.0;0.9988;46082.0;0.67;;5.0
43960.0;0.46;0.49;43896.0;0.064;5;17.0;0.9988;44256.0;0.73;11.0;6.0
43899.0;0.715;0.24;43832.0;0.07;5;20.0;0.9966;;0.59;44083.0;5.0
43872.0;0.66;0.24;43953.0;0.085;16;53.0;0.9993;43985.0;0.72;11.0;6.0
43904.0;0.31;0.74;44044.0;0.075;6;15.0;10.008;31444.0;0.79;43929.0;6.0
43839.0;0.47;0.49;43984.0;;38;106.0;0.9982;44046.0;;43839.0;5.0
43958.0;0.55;0.24;2.0;0.078;10;28.0;0.9983;16497.0;0.78;43960.0;6.0
43992.0;0.31;0.49;;0.067;6;21.0;0.9987;46082.0;0.86;44022.0;6.0
43933.0;;0.49;43984.0;0.079;27;69.0;0.9994;44168.0;0.75;43931.0;6.0
9.0;0.53;0.49;44075.0;0.171;;25.0;0.9975;;0.61;43930.0;6.0
44049.0;0.51;0.01;43832.0;0.07400000000000001;9;25.0;0.9958;12114.0;0.56;43960.0;6.0
43930.0;0.43;0.24;44045.0;0.092;14;45.0;0.998;43525.0;0.73;10.0;6.0
43960.0;0.46;0.24;44014.0;0.092;14;44.0;0.998;44168.0;0.74;10.0;6.0
